,id,image,title,price,bonuses,processor,camera,sim,matrix,resolution,acc,ram
1322,19336,/upload/801921.webp,"7.5"" ASUS 64GB",170044,1700,4x4.6,124,1,AMOLED,,,11
1297,19353,/upload/942528.png,"7.2"" Toshiba 160GB",197740,1977,,,,,2560x1440,5379,13
1340,19495,/upload/681606.webp,"5.6"" Google Pixel 208GB",143427,1434,4x3.5,65,,,1920x1366,5617,5
718,19579,/upload/673312.webp,"6.3"" Samsung Note 160GB",104907,1049,,84,1,,,,
2054,19609,/upload/667520.png,"6.5"" Microsoft 96GB",360954,3609,6x1.7,112,,AMOLED,,3312,16
1060,19677,/upload/557120.webp,"5.1"" ADATA 160GB",370378,3703,4x3.5,128,,,,3578,14
1414,19680,/upload/206475.svg,"7.5"" Dell 208GB",350346,3503,8x4.0,119,2,IPS,,3088,9
1311,19812,/upload/514035.webp,"6.7"" Seagate 128GB",136526,1365,2x2.6,,,IPS,,6457,6
2142,19878,/upload/419983.jpg,"5.3"" ASUS 192GB",248692,2486,,94,,IPS,1366x1080,,
1169,19912,/upload/905695.jpeg,"6.8"" Hewlett-Packard 208GB",267323,2673,6x3.1,25,,IPS,,6341,8
1258,19918,/upload/244260.png,"6.1"" Seagate 128GB",272056,2720,6x4.8,81,,OLED,1920x1080,3826,
2246,19927,/upload/575752.jpeg,"6.9"" Intel 240GB",16505,165,,121,3,OLED,1280x768,5690,10
465,19932,/upload/833393.png,"6.7"" Toshiba 208GB",491695,4916,8x3.3,43,1,OLED,1280x768,3030,12
1948,19974,/upload/941528.jpeg,"7.2"" Acer 48GB",352411,3524,,99,,OLED,2560x768,,8
2171,19989,/upload/256952.jpg,"7.2"" iPhone 12 32GB",364230,3642,6x3.4,86,1,AMOLED,1920x768,,10
867,20042,/upload/776177.jpg,"7.1"" VIVO 96GB",237561,2375,2x3.9,31,3,AMOLED,2560x1366,5283,
892,20095,/upload/101109.svg,"7.1"" PNY 240GB",322656,3226,4x2.4,39,,OLED,1600x768,,
229,20114,/upload/897551.webp,"5.7"" Toshiba 48GB",340433,3404,4x2.6,,2,,2560x768,,12
441,20177,/upload/60403.png,"5.5"" Corsair 80GB",394263,3942,4x3.3,48,,,1366x2160,,11
207,20213,/upload/136543.svg,"6.4"" Micron 192GB",374759,3747,2x2.6,23,,,2560x1440,5572,14
78,20233,/upload/606685.jpeg,"5.3"" LG 32GB",131102,1311,,51,,OLED,,6685,
1128,20250,/upload/349379.png,"5.9"" Samsung 224GB",201128,2011,8x1.6,110,3,AMOLED,,,
1958,20274,/upload/833402.png,"7.5"" OPPO 208GB",47676,476,6x1.6,80,,IPS,1280x768,7977,
1436,20322,/upload/700689.svg,"6.0"" Kingston 224GB",163829,1638,2x2.1,20,1,,,5289,7
242,20405,/upload/870434.jpg,"6.3"" OPPO 256GB",71149,711,8x2.4,75,2,,1024x768,4672,14
271,20422,/upload/146951.svg,"5.2"" Acer 224GB",84804,848,8x3.1,30,1,OLED,,,11
2242,20513,/upload/550946.png,"5.9"" SanDisk 176GB",447253,4472,,94,,,,6432,
1379,20519,/upload/83073.jpg,"6.8"" Toshiba 80GB",493690,4936,,89,,AMOLED,,,
1694,20562,/upload/513206.svg,"6.0"" HTC 80GB",245375,2453,6x3.5,104,,,,4699,13
484,20599,/upload/656885.jpeg,"5.7"" Nokia 112GB",451519,4515,6x2.9,66,,,2560x2160,,
1879,20724,/upload/999224.jpg,"5.8"" PNY 160GB",195876,1958,,,3,IPS,,,11
1634,20752,/upload/356271.webp,"6.3"" Acer 208GB",213230,2132,4x4.0,93,4,,2560x1080,,15
1632,20762,/upload/510959.jpg,"7.3"" SanDisk 224GB",484621,4846,6x1.8,66,3,,2560x1200,4913,
54,20953,/upload/541044.svg,"7.4"" Nokia 112GB",292651,2926,8x2.5,,,AMOLED,1366x1366,7566,4
1702,21016,/upload/611836.jpeg,"6.3"" Micron 144GB",329987,3299,,61,,,,2673,10
2112,21020,/upload/413658.svg,"5.3"" Seagate 192GB",297047,2970,2x3.4,53,2,IPS,,,15
445,21063,/upload/962929.svg,"5.8"" Lenovo 96GB",376707,3767,,34,2,AMOLED,1024x1440,3688,
2047,21103,/upload/56506.png,"6.7"" Fujitsu 80GB",401904,4019,4x2.5,,,AMOLED,2560x1366,4136,
61,21196,/upload/738083.webp,"5.3"" Qualcomm 48GB",482490,4824,2x1.7,100,,OLED,,7728,
754,21268,/upload/109680.png,"5.1"" VIVO 224GB",423726,4237,8x2.4,,,IPS,,7773,7
1241,21292,/upload/617436.png,"6.0"" Lenovo 80GB",386900,3869,,40,,AMOLED,,,
236,21302,/upload/365737.webp,"5.3"" Nokia 80GB",22035,220,4x3.4,86,,,,,
639,21351,/upload/480763.jpg,"5.1"" Transcend 224GB",255176,2551,4x4.7,70,4,,1600x1080,6497,15
1279,21458,/upload/754063.jpeg,"7.2"" Transcend 32GB",433580,4335,,117,,AMOLED,,5764,16
1682,21464,/upload/728993.webp,"6.1"" Fujitsu 96GB",56773,567,,22,1,OLED,1600x2160,7324,
188,21466,/upload/417734.webp,"5.9"" Acer 256GB",471458,4714,4x4.0,34,3,,1920x1440,6428,
100,21508,/upload/785259.jpeg,"7.0"" Alcatel 160GB",328515,3285,4x4.8,41,1,IPS,,,2
1320,21511,/upload/845358.webp,"6.5"" Marvell 176GB",246120,2461,,122,2,,1600x1200,4207,13
1719,21576,/upload/228188.svg,"6.4"" PNY 128GB",38939,389,,112,,,2560x1080,5923,15
1933,21659,/upload/975343.jpg,"5.9"" Lenovo 112GB",29309,293,8x3.0,,1,,1280x1440,7156,
1720,21704,/upload/329407.jpg,"6.6"" LaCie 208GB",153216,1532,,,,,1600x768,,3
1029,21745,/upload/15156.svg,"5.5"" Texas Instruments 128GB",310804,3108,2x2.0,96,,AMOLED,1280x1080,,
16,21773,/upload/653962.png,"5.5"" AMD 192GB",179929,1799,6x1.0,,,OLED,1024x1200,4232,
2302,21778,/upload/377292.png,"6.2"" Acer 32GB",132327,1323,2x1.6,,3,,2560x1200,3010,14
694,21786,/upload/809405.jpg,"5.0"" Lenovo 32GB",357897,3578,,115,,,1024x1200,2874,5
554,21804,/upload/123819.jpeg,"7.0"" Google Pixel 144GB",229905,2299,8x1.1,,,OLED,,2627,
1182,21809,/upload/349613.jpg,"5.8"" Corsair 192GB",189779,1897,,127,,,1366x1200,,16
580,21875,/upload/789712.svg,"5.9"" Kingston 256GB",72579,725,6x4.4,51,,IPS,1600x768,2352,2
1706,21910,/upload/17067.svg,"6.4"" ARM 160GB",378174,3781,6x2.7,,,OLED,,2428,9
261,21948,/upload/182121.jpg,"5.7"" Apple 16GB",351481,3514,,42,3,OLED,,3526,
1334,21991,/upload/1728.png,"7.0"" HTC 208GB",111032,1110,8x3.2,,4,IPS,,,
541,21998,/upload/978473.png,"7.5"" Gigabyte 256GB",319928,3199,8x1.4,36,4,AMOLED,1920x1080,5193,10
2211,22017,/upload/194425.jpeg,"5.9"" Fujitsu 128GB",120709,1207,6x1.8,113,4,,1920x768,,7
1860,22033,/upload/597452.jpg,"6.2"" HTC 144GB",201343,2013,,30,,IPS,2560x1440,,
30,22045,/upload/533117.svg,"5.6"" iPhone X 64GB",83585,835,4x4.3,18,1,,,2062,8
635,22052,/upload/982213.webp,"6.1"" Micron 64GB",104180,1041,,17,2,IPS,1366x1440,3750,
2167,22070,/upload/612855.jpeg,"7.5"" Google Pixel 48GB",399422,3994,4x4.2,26,4,OLED,1280x1080,3386,
1270,22090,/upload/366555.svg,"6.9"" Micron 160GB",470145,4701,,,1,AMOLED,1920x1080,,
1093,22145,/upload/39013.webp,"5.5"" SanDisk 96GB",298104,2981,,103,,OLED,,,
1762,22156,/upload/479342.svg,"5.0"" ADATA 256GB",440558,4405,6x4.5,,4,AMOLED,2560x1366,3818,
1621,22166,/upload/323261.svg,"6.7"" Silicon Power 208GB",105516,1055,8x3.6,28,,AMOLED,,5900,
493,22180,/upload/913975.jpg,"7.5"" OCZ 240GB",100479,1004,6x1.2,,,IPS,,,9
1516,22208,/upload/151898.webp,"5.9"" Intel 32GB",59063,590,,126,4,,,3519,
1835,22242,/upload/247385.jpeg,"5.2"" Qualcomm 96GB",200024,2000,4x2.3,,2,AMOLED,1024x768,,
1089,22330,/upload/596775.png,"5.8"" Toshiba 48GB",127336,1273,,91,3,,1600x1200,,8
633,22333,/upload/43537.png,"7.2"" Blackberry 144GB",99548,995,4x1.2,114,1,,1920x1366,,14
1163,22355,/upload/759944.png,"5.4"" Transcend 32GB",331489,3314,,,4,AMOLED,,,6
855,22362,/upload/107450.jpeg,"7.2"" Huawei P 144GB",35421,354,8x3.3,30,2,IPS,,,
1180,22519,/upload/599263.webp,"6.5"" AMD 16GB",53379,533,2x3.3,,4,OLED,,5996,13
948,22540,/upload/954642.webp,"5.1"" iPhone 12 208GB",285930,2859,2x2.3,,,AMOLED,1600x768,6268,10
4,22546,/upload/662832.jpg,"6.9"" ARM 256GB",438855,4388,8x1.7,37,4,,,4990,2
2241,22552,/upload/470991.jpg,"5.6"" VIVO 16GB",161423,1614,,20,4,OLED,1920x1440,,6
1493,22576,/upload/844400.jpg,"5.6"" Hewlett-Packard 128GB",275755,2757,4x2.9,,2,IPS,1920x1200,4894,9
717,22587,/upload/54009.png,"6.0"" Sony 80GB",58790,587,6x4.7,65,,,1024x2160,6143,2
736,22617,/upload/431806.jpeg,"7.1"" ARM 192GB",249055,2490,6x2.4,,,AMOLED,1024x2160,6201,
1775,22661,/upload/291396.svg,"7.3"" Plextor 240GB",406661,4066,,,3,,,5370,6
1409,22703,/upload/997552.png,"7.1"" IBM 176GB",286182,2861,4x1.6,,,AMOLED,,7880,
2205,22746,/upload/296261.jpg,"7.3"" Fujitsu 64GB",67977,679,8x1.2,,,OLED,1280x768,6635,9
114,22784,/upload/216858.png,"7.0"" SanDisk 192GB",402447,4024,4x2.6,,,,,5495,13
214,22787,/upload/100714.png,"7.0"" LG 144GB",192069,1920,,49,,AMOLED,,2445,9
209,22794,/upload/587915.jpg,"6.7"" Gigabyte 224GB",171985,1719,6x4.1,61,3,,1600x2160,4395,
1000,22901,/upload/874335.webp,"7.5"" Nokia 48GB",28092,280,4x2.2,59,3,IPS,1280x2160,,
904,22914,/upload/422062.png,"6.7"" Texas Instruments 96GB",76712,767,8x1.5,,1,OLED,,7870,7
1338,22963,/upload/604382.svg,"7.1"" Transcend 160GB",399607,3996,6x1.7,,4,,,2191,13
1501,22972,/upload/142307.webp,"5.3"" Samsung 160GB",465089,4650,2x3.2,,2,,1600x1080,4704,6
2163,23069,/upload/47693.jpg,"7.1"" HGST 80GB",282390,2823,8x4.2,65,2,,,4396,
1114,23132,/upload/752251.webp,"5.5"" Corsair 128GB",30737,307,4x4.4,,2,AMOLED,,,
2299,23161,/upload/139983.jpg,"5.3"" SanDisk 160GB",55540,555,,,,,,7252,14
879,23165,/upload/902911.webp,"5.9"" Dell 256GB",13567,135,,,,,1280x1366,,11
853,23199,/upload/677884.svg,"6.3"" Lenovo 112GB",402250,4022,6x2.7,89,,IPS,1600x2160,,14
732,23201,/upload/127952.jpeg,"7.1"" Plextor 176GB",455958,4559,2x3.2,55,,IPS,2560x768,2963,
382,23233,/upload/205712.jpeg,"6.6"" Samsung S21 160GB",426195,4261,6x3.7,,4,AMOLED,1366x1080,,9
353,23238,/upload/618627.jpg,"6.3"" Western Digital 224GB",275995,2759,4x2.6,39,3,,1280x768,,
751,23257,/upload/135487.png,"5.7"" Intel 16GB",260722,2607,,,,,,5382,16
1402,23284,/upload/781328.webp,"5.4"" OPPO 160GB",223671,2236,8x4.0,,3,,1920x1080,5649,13
1496,23417,/upload/427052.jpg,"7.1"" Corsair 48GB",317758,3177,,99,1,,,2556,14
533,23418,/upload/785786.png,"6.1"" Qualcomm 32GB",304350,3043,2x2.2,40,3,IPS,1280x1080,,6
841,23449,/upload/864510.webp,"5.1"" Apple 144GB",350529,3505,4x4.8,125,4,,1366x768,,
814,23646,/upload/639556.jpg,"5.1"" Motorola 128GB",38433,384,4x4.2,106,,,,7205,
1405,23647,/upload/467291.jpg,"5.0"" Transcend 32GB",309855,3098,,,,IPS,,7391,4
971,23663,/upload/428076.svg,"5.0"" Toshiba 224GB",412132,4121,4x2.0,,2,AMOLED,,,14
1351,23685,/upload/854063.svg,"5.3"" Motorola 32GB",460534,4605,,60,2,,,7415,7
952,23727,/upload/889611.jpeg,"5.2"" Acer 144GB",223099,2230,2x3.8,28,1,OLED,2560x2160,4573,
129,23770,/upload/375232.png,"6.9"" MSI 80GB",416502,4165,6x1.0,,,AMOLED,,,3
1438,23823,/upload/579772.webp,"5.0"" Toshiba 96GB",499143,4991,,,2,IPS,2560x1440,7808,
163,23852,/upload/455391.jpg,"5.4"" Transcend 128GB",374540,3745,,,,AMOLED,2560x1440,5114,13
1579,23862,/upload/76038.webp,"5.9"" iPhone 13 240GB",353280,3532,8x1.3,71,4,OLED,1280x1200,,
642,23863,/upload/609159.png,"5.5"" Samsung Note 112GB",204860,2048,,,,,2560x1200,3923,3
1747,23886,/upload/794942.svg,"5.6"" Marvell 192GB",200682,2006,2x4.6,69,3,IPS,1024x1080,,16
597,23958,/upload/75490.png,"5.2"" iPhone X 208GB",71782,717,,,,IPS,1280x2160,4055,16
1963,23986,/upload/132618.jpg,"7.1"" Xilinx 176GB",317949,3179,,82,4,,,5477,15
1417,24027,/upload/571443.png,"7.4"" Samsung 144GB",77202,772,,,3,OLED,1280x1080,,11
753,24074,/upload/62465.png,"7.2"" Microsoft 128GB",251268,2512,,,4,IPS,1920x768,5573,3
302,24085,/upload/331592.png,"7.1"" Xilinx 96GB",447767,4477,8x1.2,118,4,IPS,,2681,9
844,24098,/upload/881342.svg,"6.1"" ZTE 128GB",238698,2386,4x4.9,118,1,AMOLED,1600x1366,6621,
2043,24132,/upload/202982.jpeg,"6.2"" Broadcom 192GB",474608,4746,,119,,,2560x1080,2555,10
1398,24259,/upload/271487.webp,"6.4"" Acer 32GB",393229,3932,8x4.1,,,IPS,,2146,3
1637,24294,/upload/153503.svg,"5.5"" NVIDIA 80GB",260088,2600,2x3.9,68,,AMOLED,1280x1080,,
758,24295,/upload/669923.jpg,"5.6"" Asus 144GB",127228,1272,8x2.3,64,,,,,3
1209,24315,/upload/136277.jpg,"5.9"" AMD 208GB",194151,1941,6x4.9,,2,OLED,1600x768,,9
2088,24570,/upload/515912.jpg,"5.2"" Lenovo 96GB",261264,2612,8x3.5,94,,IPS,,3138,
1473,24607,/upload/252346.svg,"6.1"" Transcend 112GB",38269,382,,28,3,,,2211,11
1008,24624,/upload/991831.webp,"6.0"" IBM 112GB",227153,2271,8x4.0,,4,AMOLED,1280x1440,3836,4
1624,24627,/upload/624526.svg,"7.5"" Microsoft 64GB",369981,3699,8x4.9,63,4,OLED,,6955,
2231,24647,/upload/109203.jpg,"5.6"" Samsung Note 176GB",175878,1758,2x2.7,,3,,1920x768,,6
545,24649,/upload/949096.png,"6.4"" Qualcomm 240GB",58016,580,,24,1,IPS,1280x2160,6362,5
403,24652,/upload/338892.jpg,"6.5"" Marvell 32GB",17958,179,4x1.4,,,IPS,1366x768,,
620,24680,/upload/915218.jpg,"6.7"" Samsung Note 240GB",307937,3079,2x2.9,40,,AMOLED,1024x2160,,14
516,24718,/upload/478443.svg,"6.0"" iPhone 12 256GB",114236,1142,,75,2,,,,6
651,24719,/upload/973456.webp,"5.6"" LaCie 144GB",483350,4833,,83,,AMOLED,1024x2160,3904,15
1951,24795,/upload/547421.png,"5.6"" Hewlett-Packard 16GB",56643,566,6x1.1,,2,,1600x1440,2534,11
1237,24870,/upload/899656.webp,"6.2"" Samsung S21 128GB",473716,4737,,120,2,,1280x768,,4
1226,24908,/upload/384283.webp,"7.5"" ADATA 128GB",330598,3305,8x4.0,,4,,,2349,9
2045,24912,/upload/438804.png,"7.3"" IBM 16GB",166442,1664,4x3.2,29,,AMOLED,,,7
816,24912,/upload/556398.jpg,"6.4"" Silicon Power 192GB",150269,1502,2x3.2,,,AMOLED,1600x1366,,14
2190,24943,/upload/902512.svg,"6.8"" Seagate 224GB",474697,4746,,57,3,,1280x1200,,11
1817,24969,/upload/21508.jpeg,"5.9"" Marvell 256GB",51515,515,4x3.1,,1,IPS,1600x1080,3210,
656,24973,/upload/367838.jpeg,"6.6"" OPPO 224GB",313713,3137,4x5.0,35,1,,1920x1200,6294,
637,24980,/upload/243460.png,"6.0"" Alcatel 80GB",232890,2328,,22,1,,1920x1366,,10
1234,25010,/upload/423215.webp,"7.3"" Qualcomm 112GB",367173,3671,8x3.2,68,2,IPS,1024x768,6359,
1426,25027,/upload/207469.jpg,"5.0"" Xiaomi Mi 144GB",50515,505,6x5.0,,,AMOLED,2560x1200,,
960,25067,/upload/524804.webp,"6.0"" Samsung S21 112GB",153771,1537,8x1.8,,3,,2560x768,6441,7
1042,25112,/upload/527723.jpg,"5.1"" Lenovo 144GB",101198,1011,8x4.1,73,1,,2560x1366,,8
20,25140,/upload/30232.svg,"6.9"" LG 256GB",119269,1192,,,,,2560x1366,7508,16
106,25140,/upload/395047.png,"5.8"" Western Digital 176GB",346618,3466,,113,,IPS,1280x1080,7257,14
1914,25241,/upload/202135.jpg,"6.7"" Fujitsu 96GB",422843,4228,8x1.1,99,2,AMOLED,1024x1200,2709,
1730,25256,/upload/363802.jpg,"5.8"" VIVO 160GB",319272,3192,6x1.4,39,,OLED,1280x1366,2116,16
2212,25264,/upload/850358.jpg,"5.0"" ASUS 80GB",212355,2123,8x4.7,70,,IPS,,7974,
1455,25274,/upload/829582.webp,"7.2"" NVIDIA 256GB",89633,896,6x2.1,,4,OLED,1920x2160,4871,15
2303,25306,/upload/539664.svg,"5.3"" Huawei P 176GB",315258,3152,8x4.1,39,1,AMOLED,,4342,9
765,25313,/upload/255107.jpg,"5.6"" Intel 128GB",445999,4459,2x4.9,104,2,,1024x1440,,
665,25313,/upload/609402.jpeg,"5.6"" ARM 128GB",111473,1114,6x3.6,68,,AMOLED,1600x1080,3850,2
893,25364,/upload/572667.webp,"7.1"" Motorola 144GB",34147,341,,,3,AMOLED,1280x2160,,8
1731,25426,/upload/478634.webp,"5.2"" Fujitsu 144GB",275339,2753,8x1.2,45,,,1366x1440,4776,6
1362,25450,/upload/719329.jpeg,"7.3"" LG 112GB",270013,2700,6x1.2,,2,IPS,,,16
498,25455,/upload/882151.jpeg,"5.4"" Corsair 48GB",428913,4289,4x4.2,,4,,1920x1366,6862,12
846,25552,/upload/573484.svg,"6.7"" Gigabyte 64GB",374208,3742,,,4,OLED,,4832,2
103,25583,/upload/770414.jpg,"6.6"" Alcatel 176GB",475997,4759,6x4.7,,1,AMOLED,,,16
108,25591,/upload/744220.webp,"5.7"" HGST 16GB",360118,3601,,55,,IPS,1280x1080,,8
2245,25598,/upload/276770.jpeg,"5.1"" Marvell 208GB",59603,596,8x2.4,,,,,,
31,25626,/upload/730321.webp,"5.1"" Blackberry 176GB",11144,111,4x2.6,30,1,,,7586,16
1598,25692,/upload/523620.jpeg,"6.3"" Silicon Power 240GB",116884,1168,,115,,IPS,1024x768,,13
961,25746,/upload/539020.svg,"6.2"" Sony 48GB",274339,2743,,68,3,,1600x2160,,
339,25853,/upload/814655.png,"6.9"" Lenovo 208GB",195654,1956,8x5.0,74,,,2560x1200,6859,8
2042,25862,/upload/332552.jpg,"5.9"" Intel 96GB",273023,2730,4x4.1,36,,AMOLED,1600x1200,,4
697,25908,/upload/358209.svg,"5.9"" Dell 128GB",292576,2925,6x4.3,36,,,1600x768,,
1244,25936,/upload/481144.png,"7.1"" Alcatel 32GB",197857,1978,2x1.4,82,1,AMOLED,,2791,
781,26010,/upload/435720.svg,"5.6"" NVIDIA 144GB",252022,2520,2x3.2,89,1,,,,
2257,26169,/upload/548420.jpeg,"6.1"" IBM 64GB",34858,348,,,,,,2350,11
2149,26170,/upload/718281.webp,"5.4"" Lenovo 176GB",32191,321,,,4,,,,14
658,26183,/upload/648341.jpg,"5.9"" Seagate 32GB",434253,4342,8x1.2,,,,1024x1200,7119,11
623,26200,/upload/488172.webp,"6.3"" Asus 208GB",31835,318,,72,3,,,7325,
1070,26230,/upload/330454.webp,"7.5"" HTC 64GB",391162,3911,4x5.0,112,1,OLED,1280x1366,3901,14
1353,26246,/upload/665654.jpg,"5.9"" Samsung S21 192GB",302038,3020,8x2.0,113,,AMOLED,,7510,
2036,26258,/upload/146200.svg,"6.6"" Micron 48GB",230331,2303,2x2.8,41,,OLED,,6441,8
2227,26290,/upload/801470.jpg,"6.8"" iPhone 13 128GB",328911,3289,2x1.9,,,AMOLED,1280x768,5658,
433,26377,/upload/301998.webp,"7.0"" Sony 96GB",124725,1247,8x2.6,128,,IPS,2560x1200,7215,
1911,26379,/upload/693296.png,"6.6"" Lenovo 80GB",346505,3465,4x4.6,116,2,AMOLED,2560x1200,6709,14
2276,26380,/upload/241170.jpeg,"6.2"" Motorola 240GB",218695,2186,,94,,AMOLED,1280x1080,3271,
655,26403,/upload/205677.jpg,"5.4"" Alcatel 208GB",371917,3719,,,2,IPS,1024x768,5511,
757,26469,/upload/617250.svg,"6.2"" Fujitsu 32GB",137140,1371,,28,,IPS,1920x768,,15
2015,26480,/upload/946548.jpeg,"6.6"" Acer 192GB",441405,4414,,30,,AMOLED,1024x1366,,11
1147,26486,/upload/183958.webp,"7.4"" Plextor 160GB",62728,627,2x3.2,,2,,,5559,13
343,26516,/upload/840961.jpeg,"6.0"" Xilinx 256GB",218183,2181,6x3.4,,1,OLED,2560x1200,2497,2
1141,26533,/upload/198445.svg,"6.2"" Seagate 48GB",123976,1239,8x1.2,88,,AMOLED,,,16
2134,26591,/upload/184136.jpg,"6.1"" Samsung S21 64GB",234187,2341,,,,,,,
198,26596,/upload/7905.png,"5.7"" Alcatel 192GB",259318,2593,6x1.5,113,4,OLED,,7399,
312,26620,/upload/345069.jpeg,"7.3"" Seagate 256GB",222685,2226,8x3.0,23,,OLED,2560x1440,,14
1826,26644,/upload/413102.webp,"6.4"" Corsair 160GB",466052,4660,,86,,AMOLED,,6758,5
10,26659,/upload/721711.webp,"5.3"" Western Digital 128GB",95996,959,,27,,,,3167,11
2006,26667,/upload/321090.webp,"6.7"" NVIDIA 160GB",404499,4044,,,,,,4029,3
239,26681,/upload/872592.jpg,"6.4"" MSI 128GB",19190,191,2x4.2,84,,IPS,1920x1366,2106,10
1011,26786,/upload/851746.png,"5.2"" iPhone 12 192GB",105465,1054,6x1.8,,4,AMOLED,2560x1200,3297,10
83,26795,/upload/565784.jpeg,"7.2"" MSI 128GB",470393,4703,,101,2,,1280x1366,4353,
1355,26852,/upload/915497.svg,"6.1"" Seagate 192GB",132382,1323,2x1.7,44,1,AMOLED,2560x1200,2100,16
371,26855,/upload/821496.png,"7.1"" HGST 256GB",366476,3664,4x5.0,55,,,1366x2160,6946,
1607,26867,/upload/203658.svg,"5.2"" Alcatel 112GB",161188,1611,4x2.0,79,,,,,
1302,26877,/upload/925762.png,"5.3"" Intel 64GB",353684,3536,,,,IPS,2560x1200,,15
173,26923,/upload/170740.png,"5.9"" NVIDIA 256GB",303593,3035,8x1.2,117,2,IPS,,4015,9
265,26933,/upload/108311.webp,"6.4"" PNY 128GB",427729,4277,4x4.3,35,3,AMOLED,1920x768,4807,
927,26946,/upload/652154.png,"7.3"" iPhone X 208GB",193707,1937,,,1,,,6949,
772,27003,/upload/939116.webp,"7.2"" Microsoft 128GB",387743,3877,8x2.4,,3,,,,5
1765,27004,/upload/524825.jpeg,"6.0"" HGST 80GB",466468,4664,4x4.2,74,2,OLED,,,
1913,27041,/upload/966378.png,"5.8"" MSI 96GB",40804,408,2x3.2,,,,,,
941,27056,/upload/418333.jpeg,"7.5"" Lenovo 80GB",23623,236,,,1,OLED,,6908,
0,27085,/upload/188145.jpeg,"5.0"" Apple 256GB",142171,1421,8x4.9,18,,,,,
1175,27131,/upload/506113.png,"5.1"" Hewlett-Packard 96GB",206881,2068,8x1.2,,4,AMOLED,,2736,9
1386,27147,/upload/214638.svg,"7.3"" Silicon Power 16GB",290815,2908,4x3.8,93,,,1920x1440,,
2154,27215,/upload/148440.jpg,"5.3"" Sony 96GB",262031,2620,,,3,OLED,1366x2160,3446,
1728,27244,/upload/275437.png,"5.0"" Xilinx 80GB",421537,4215,,24,,,1600x1200,3579,12
1370,27258,/upload/867337.svg,"5.0"" Google Pixel 16GB",463964,4639,,113,1,AMOLED,,,
2229,27316,/upload/355639.jpg,"6.6"" SanDisk 240GB",80629,806,2x4.1,125,1,,,,
1701,27370,/upload/879557.jpg,"5.0"" PNY 16GB",190676,1906,4x4.4,,1,AMOLED,,,
715,27406,/upload/884553.svg,"5.7"" Asus 240GB",470891,4708,2x1.5,96,,AMOLED,1600x2160,,
1725,27434,/upload/218560.svg,"6.6"" Dell 96GB",71922,719,,73,,AMOLED,,4566,4
2136,27440,/upload/659397.jpeg,"7.5"" Dell 224GB",173419,1734,8x2.1,,2,OLED,,,
1135,27451,/upload/301454.jpg,"6.3"" Xilinx 192GB",356803,3568,6x1.3,110,1,,1600x1366,4675,
1146,27458,/upload/40132.jpg,"6.2"" LaCie 192GB",422442,4224,2x3.3,28,,OLED,1280x2160,5971,4
1752,27482,/upload/226663.jpeg,"5.1"" ARM 192GB",473390,4733,6x4.6,26,,IPS,,4553,12
1520,27491,/upload/435161.webp,"6.2"" Google Pixel 16GB",199298,1992,2x3.8,,4,OLED,1280x1200,,
703,27627,/upload/496352.jpeg,"6.8"" Xilinx 48GB",255278,2552,6x3.0,57,1,,2560x768,6954,
659,27641,/upload/424272.png,"5.4"" iPhone 13 192GB",81671,816,,61,1,OLED,1280x1440,6254,
1502,27706,/upload/968682.png,"7.3"" MSI 144GB",90830,908,6x4.1,,2,AMOLED,,3247,
797,27809,/upload/879022.png,"5.3"" ASUS 16GB",166398,1663,2x4.1,126,,IPS,1920x1440,3055,7
2056,27840,/upload/220708.png,"6.5"" Lenovo 176GB",153605,1536,,55,4,AMOLED,2560x1366,,8
1044,27958,/upload/409852.jpg,"6.9"" Marvell 240GB",225367,2253,,48,,,1280x1366,,10
361,28014,/upload/896932.jpeg,"5.1"" VIVO 256GB",475041,4750,2x3.0,24,2,AMOLED,1024x2160,4317,7
1054,28048,/upload/648722.webp,"5.7"" Microsoft 16GB",177150,1771,,39,,,1366x1366,,12
1596,28067,/upload/445086.jpeg,"6.2"" AMD 48GB",424947,4249,8x1.6,,1,,1600x2160,,6
1500,28074,/upload/978221.png,"7.2"" LG 48GB",249177,2491,2x2.8,,1,IPS,,3983,14
1980,28148,/upload/76511.jpg,"5.2"" Plextor 160GB",132251,1322,8x2.5,,2,OLED,1600x1440,4391,5
1214,28166,/upload/738996.jpeg,"5.9"" Dell 128GB",325004,3250,4x2.9,50,2,AMOLED,,2229,5
1057,28173,/upload/176970.svg,"5.3"" Apple 112GB",127462,1274,4x2.4,121,,,1600x1200,,
412,28197,/upload/560960.jpg,"6.4"" Fujitsu 176GB",20164,201,2x3.9,79,,,,2157,
1471,28222,/upload/298670.jpeg,"5.8"" Google Pixel 192GB",128840,1288,8x1.1,126,4,AMOLED,2560x1440,6957,
974,28240,/upload/498644.jpg,"7.3"" ADATA 160GB",366492,3664,,,4,,2560x1080,,13
631,28262,/upload/721142.jpeg,"5.1"" iPhone X 176GB",189701,1897,8x1.4,,2,OLED,,,
1861,28297,/upload/944362.jpg,"6.9"" Marvell 16GB",373430,3734,6x3.0,44,4,,,,3
2203,28448,/upload/416799.jpg,"6.4"" MSI 240GB",148622,1486,6x3.4,57,,,1024x2160,,3
632,28459,/upload/634552.svg,"6.6"" Gigabyte 96GB",390310,3903,2x2.8,74,1,IPS,1280x1080,3264,5
452,28471,/upload/784534.svg,"6.4"" Marvell 240GB",146430,1464,4x3.8,49,,OLED,,,9
